job_title,required_skills
program manager,"disaster recovery, data replication, program management, architect, business continuity"
 data center infrastructure architect,"infrastructure, agile, waterfall, project delivery, pmp, leadership, data center migration, data center consolidation, data center architecture, relocation, transformation, disaster recovery dr"
business support lead ii,"management, microsoft excel, powerpoint, excel, access"
analyst v systems,"html, javascript, application, applications, systems, supply chain, it, development, management, architecture, engineering, sdlc"
core business operations,"ibm, systems, cio, it, application, sdlc, excel, powerpoint, microsoft project"
business information security advisor,"automotive, security, engineering, architecture, systems, it, management, cissp"
business systems developer,"it, cognos, oracle, sql, java, security"
oracle e,"oracle, applications, dba, erp, release, management, peoplesoft, jd edwards, it, c, cio, linux, java, performance, security, risk management, database, systems, cissp"
bus info analyst,"outlook, excel, sql, access"
bus info developer cons,"consultant, it, artificial intelligence, analysis, html, sql, oracle, sybase, javascript"
core business operations,"scheduler, consult, management, systems, it, microsoft project, sdlc, excel, powerpoint"
core business operations,"java, sdlc, systems, cio, management, j2ee, xml, web, jsp, jdbc, sql, oracle, db2, html, javascript, ide"
business information security manager,"security, applications, management, access, architecture, cissp, iso"
core business operations,"java, development, systems, cio, qa, soap, apache"
business information consultant,"sas, sql, teradata, javascript"
cybersecurity  engineer threat intel,"adaptability, cyber security, framework, threat analysis, security analysis, security"
cyber threat analyst,"threat, threats, threat , risk assessment, threat risk assessment, security, cybercriminal, hacktivists, insider threats, advanced persistent threat, apt, ir, incident response"
info security advisor,"security, development, access, application, disaster recovery, cryptography, risk management, environmental, architecture, telecommunications, network, windows, linux, cissp"
staff vp technology,"security, it"
insider threat consultant,"gps, security, microsoft excel, recruiter"
cyber threat hunter,"security, lan, wan, it, http, windows, linux, python, analyst, network, web, application"
insider threat analyst,"it, security, powerpoint"
cyber threat fusion analyst,"jsp, basic, engineering"
cyber threat intel analyst,"engineers, it, security, network, engineering, cissp, python, linux, windows"
cyber threat engineer,"linux, windows, perl, python, bash, java"
threat hunter,"it, security, python, sql"
network threat support specialist,"network, analysis, basic, access"
threat intelligence unit,"tcp, ip, threat intelligence, boolean logic"
